COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
13375,4,AC,31,1," La tecnologÕa , la calidad educativa y el prestigio que tiene la universidad",,,5.0,,4
12225,4,AC,3,3," La calidad de enseÐanza es muy buena, pero los espacios de estudio son muy reducidos",,,6.0,,4
12365,1,AC,3,1, La enseÐanza,,,6.0,,4
29020,3,FC,106,1, En que debe aver màs incentivo a CÑmo usar la intranet,,,4.0,,2
15114,4,AC,25,2, Es una buena universidad,,,5.0,,4
14137,3,AC,16,4, en atenciÑn al alumno y los procesos tediosos de matrÕcula,,,6.0,,3
6608,1,AC,31,3, Brindar màs actividades extra acad_micas,,Delegado,4.0,,3
7808,3,AC,7,3, hay demasiada gente faltan papel de mano en los baÐos,,Delegado,5.0,,3
16725,3,AC,9,1, Porque me parece que es casi completa en todo sentido.,,,6.0,,4
28213,2,FC,105,3, Me parece un buen centro acad_mico de enseÐanza lo Ïnico que yo pienso que deberÕan mejorar es incluir dentro del curriculum el Ingl_s porque se hace muy tedioso.,,,4.0,,3
11314,3,AC,25,1," Buenos profesores, acreditaciones; solo falta algunas màs universidades para estudiar en el extranjero ( EEUU )",,,5.0,,4
31435,2,FC,108,1," Estimados. Me parece muy caro sus pasajes con el bus card, ademàs eliminaron mi cÑdigo por poco alumnado aduciendo que eso indicaba el reglamento el cual es falso otros reclamaron y les respetaron en ese momento no lo sabÕa sino lo reclamaba. Otro caso, hay muy poco espacio en cubÕculos y laboratorios sobre todo teniendo en cuenta que el campus va a tener 2 pisos màs entonces màs gente, de debe mucho màs cubÕculo ya que son muy necesarios.",,,4.0,,2
26109,1,FC,101,1, Las clases,,,4.0,,4
2195,3,AC,8,1, La experiencia del profesor y su calidad al momento de enseÐar,,,4.0,,4
33124,2,FC,102,2, Muy buena calidad de enseÐanza,,,4.0,,4
4052,4,AC,31,4, La enseÐanza de los algunos profesores que desean que tu aprendas buscando despejar tus dudas,,,4.0,,4
11229,1,AC,7,4, Le falta mejorar su sistema de ingles,GEA,Delegado,5.0,,2
8321,2,AC,7,1," en la facultad de arquitectura , donde se necesita mas almacenamiento de maquetas",,Delegado,5.0,,3
14776,1,AC,16,3," el estacionamiento es un caos, muchas consultas no saben responderlas en 1 y tienen que verificar con el 3",,,3.0,,3
24917,4,AC,15,5, AtenciÑn al alumno y blackboard,,,6.0,,3
9623,2,AC,7,4," Los cubÕculos se llenan ràpido, hay muy pocos",,,5.0,,3
14630,3,AC,25,1, El costo de la pensiÑn està subiendo y no es constante,,,5.0,,3
17976,1,AC,38,1, En la orientacion a los alumnos cn respecto a las clases.,,,7.0,,3
15116,3,AC,7,5, Falta infraestructura,,,5.0,,2
20654,3,AC,5,6," Porfavor dejen de sobrepoblar el campus de Monterrico y mejorar la atenciÑn tanto a los alumnos como a las personas externas, ya que son son recontra deficientes.",,Delegado,5.0,,3
685,1,AC,7,1," la metodologia que emplean los profesores y la cercania con la que enseÐan, aparte de la tecnologia usada en cada clase. Ademas de todas las facilidades que te ofrece la universidad como talleres y tutorias.",,,4.0,,4
9303,4,AC,2,5, Que es muy organizada y te enseÐan desde un inicio cursos de la carrera.,,Delegado,6.0,,4
2968,3,AC,3,1, Es chevere,,,6.0,,4
32862,4,FC,108,4, Me parece una buena opciÑn para mejorar,,,5.0,,4
24032,4,AC,9,1, DeberÕan mejorar su atenciÑn al alumno,,,4.0,,2
11455,2,AC,7,1," Muy buena la universidad, solo que la atenciÑn es un poco lenta .",,,4.0,,4
27864,3,FC,105,8," Empezando por la atenciÑn que le brindan al alumno. El proceso de matricula del 20162 ha sido un caos total, no dieron los turnos de acuerdo al promedio ponderado como lo hacÕan antes y sobretodo no informaron mediante un correo que solo podÕamos escoger una sola sede, que era la de origen y eso perjudico a la mayorÕa de alumnos, yo entiendo que debido a la ley universitaria las clases tienen que ser el los campus pero al menos nos hubieran dejado escoger mas de un campus para matricularnos en",,,4.0,,3
20857,1,AC,37,2, Limpieza de aulas,,,6.0,,3
21991,1,AC,37,3, Bueno profesores que hacen una clase dinàmica y no tan densa,,Delegado,6.0,,4
33646,4,PRESENCIAL,222,1, Por el estacionamiento y la comida del comedor,,,,,3
2695,1,AC,37,1, La enseÐanza,,,6.0,,4
27565,3,FC,108,3, por que es una de las mejores universidades del paÕs,,,4.0,,4
15906,3,AC,24,1," Cambien la imagen que tiene la universidad de ser una universidad facil, ya que no lo es",,,5.0,,3
22454,3,AC,11,4," Siempre falla en atenciÑn al alumno, hay poco personal y las personas que estàn ahÕ muchas de ellas no te atienden de la mejor manera. Segundo, los servicios higi_nicos muchas veces estàn sucios o falta papel higi_nico",,,7.0,,1
115,1,AC,37,4, Si me mandan cartas para EPE o diplomado no entiendo porque no convalidaron mi curso de estadÕstica aplicada estando yo siguiendo una carrera de pregrado porque psicologÕa no tiene EPE,,,4.0,,2
28298,2,FC,101,3, El metodo de estudio,,Delegado,5.0,,4
13745,1,AC,5,3, Aumentar mas cubiculos Que los cursos matematicos no sean blended,,,6.0,,2
16431,2,AC,12,2, Ampliar la infraestructura en la sede de San Miguel.,,Delegado,7.0,,3
31715,3,FC,104,6," Primero siempre seguir actualizando el blackboard q a tanto tiempo de implementado aÏn da problemas. Ademàs el aumento para llevar los cursos de ingl_s en el Epe, es totalmente injustificado. Se redujeron las horas presenciales, nos dejan de dar material y suben el costo. Porfavor sirvanse atender mi reclamo que no es el Ïnico alumno q se està quejando. Me encanta la universidad pero traten de no ser tan agiostistas. Por lo demàs todo està muy bien.",,,4.0,,3
26255,4,PRESENCIAL,216,1, Mejorar comunicacion secretaria alumnos.,,,,,3
3158,3,AC,13,2, Precio,,,7.0,,3
21691,4,AC,5,1, Poner los sillones del 5to piso de la sede san isidro,,Delegado,5.0,,3
11996,3,AC,5,2, La organizaciÑn de los cursos,,Delegado,6.0,,3
10434,3,AC,31,1, La infraestructura es muy bueno.,,,4.0,,4
10807,2,AC,14,1," La atencion de las algunas seÐoritas de atencion al alumno es mala, cuando los alumnas se olvidan el tiu entran por el otro lado y algunos agentes de seguridad son groseros, las reglas siempre paran cambiando y no se presta una informacion adecuada a los estudiantes, la pensiones varian y para peor.",,,4.0,,2
15265,3,AC,7,9," Seguridad interna de la a los alumnos , mal control de ingreso ! P_simo !",,,3.0,,2
2086,4,AC,2,1, su m_todo de enseÐanza,,,5.0,,4
32848,3,FC,106,5, el horario de estudios cambiado. la pensiÑn ha variado mucho desde que ingrese.,,,4.0,,2
19064,3,AC,7,2, La infraestructura y los espacios de la universidad,,,4.0,,4
21448,1,AC,25,4," PensiÑn seÐores. PensiÑn. Ademàs la poca disponibilidad de aulas para matricularse, y cuando abren un nuevo salÑn el profesor asignado no es bueno enseÐando.",,,5.0,,2
1986,4,AC,9,1," Estructuralmente hablando, la universidad es buena... En lo acad_mico igual, el problema son los concesionarios que trabajan con uds como las cafeterias e impresiones. Ademàs el reglamento no està muy bien planteado, ya que confunden al alumno.",,,5.0,,3
29221,2,FC,106,2," Es muy buena, ambientes acogedores. Pero para muchos no pueden ser costeado.",,,4.0,,4
25615,4,FC,101,8, El m_todo de enseÐanza,,,4.0,,4
3818,4,AC,9,2, Infraestructura. No hay espacios de recreaciÑn y las cafeterÕas son muy chicas.,,Delegado,6.0,,3
9556,3,AC,31,2, Los beneficios que brinda a los alumnos y el reconocimiento que tiene,,,5.0,,4
2023,1,AC,31,1, porque muy caro son sus penciones,,,4.0,,1
10967,1,AC,31,4, Es muy buena,,,5.0,,4
19960,3,AC,27,2, En el blackboard,,Delegado,6.0,Deportista,1
18302,3,AC,7,7," En el internet que es p_simo, en los espacios para trabajar",,Delegado,4.0,,3
28225,1,FC,107,5," La atenciÑn de IT es muy defeciente, demoran muchos en solucionar problemas del blackboard, por todas las formas de comunicaciÑn, tanto correo y tel_fono. El tel_fono nunca es contestado.",,,4.0,,3
22774,3,AC,14,3, Mejoren su sistema,,,6.0,,3
8923,3,AC,2,5," Disminuir la paga,creaciÑn de mas cubÕculo, espacios recreativos y mayor facilidad de ingresar a talleres.",,Delegado,7.0,,3
13160,4,AC,5,2," Tener mayor consideracion con los alumnos, no todo es negocio. Estan trabajando con un grupo humano",,,7.0,,3
9786,4,AC,9,7, Mentiras,GEA,Delegado,4.0,,1
2676,1,AC,37,1," Todas las herramientas que la universidad nos da para poder facilitarnos el estudio, ya sea mediante la herramienta de alquilar libros, descargarlos por internet, los cubÕculos, entre otros servicios, muy aparte nos brinda los viernes culturales que son muy buenos para enriquecer nuestras habilidades extraacad_micas.",,,6.0,,4
17369,3,AC,24,4, la luz de los salones me lastima la vista,,Delegado,8.0,,3
29360,2,FC,106,9, Contacto web,,,4.0,,2
7364,3,AC,7,5," La enseÐanza, infraestructura, prestigio.",,,4.0,,4
9532,1,AC,1,1," Bajar la mensualidad, si le digo a mis amigos ellos no iràn a la universidad",,,6.0,,3
32451,4,FC,107,3, La matricula no permite armar horarios flexibles debido a los cruces de horarios y falta de secciones.,,,4.0,,3
23248,3,AC,7,1, Intercambios para comunicaciones audiovisuales!!,,,4.0,,3
10803,1,AC,37,1, Algunos talleres libres,,,6.0,,3
15776,3,AC,14,3," El modelo de enseÐanza y los cursos de carrera desde el inicio de ciclo, por la bolsa de trabajo",,,6.0,,4
21469,2,AC,14,1, Deberian dejar mas trabajos Grupales para asi poder intercambiar ideas y conocimientos,,,5.0,,3
14514,1,AC,4,1," En sÕ lo haria màs para deportistas, nos da mucha facilidades para terminar bien el ciclo y no tener problemas con los campeonatos",,,5.0,,4
1420,4,AC,3,4, El campus,,,6.0,,4
11194,2,AC,13,1," DeberÕan poner una sola pagina donde ver los trabajos y esas cosas, en vez de blackbord, mi universidad e mail..",,Delegado,7.0,,2
17267,3,AC,39,2, La atenciÑn al alumno es pesima deberÕan tener mas sitios para comer y en la pensiÑn cobran mucho por la matrÕcula lo cual no deberÕa ser un precio tan alto y no hay oportunidades con las personas que no tenemos muchos recursos econÑmicos solo un descuento de 30% que no disminuye tanto el verdadero precio. DeberÕan tener una beca q siquiera reduzca el 45 por algo se llama beca; ademàs los baÐos no funcionan del c y d no funcionan bien.,,Delegado,6.0,,1
14482,2,AC,17,2, DeberÕan mejorar el 2 con casilleros màs econÑmicos,,Delegado,6.0,,3
30529,2,FC,101,6," Creo que los horarios actuales de EPE no son muy beneficiosos, ya que las clases terminan màs de las 11, considero que se deberÕan volver a los anteriores",,,4.0,,3
2647,1,AC,25,1, AÐadir boxeo a deportes,,,5.0,,2
5067,1,AC,5,2," Se debe mejorar la matricula, la cantidad de salones y horarios.",,,6.0,,3
16296,4,AC,31,6, Buenos profesores y buen plan curricular,,Delegado,5.0,,4
29012,4,FC,104,5, Tener clases màs pràcticas a la carrera,,,5.0,,2
13599,4,AC,12,1, Tiene buenos profesores,,,7.0,,4
23357,2,AC,17,2," La univesidad es mas bien , pero no dan facilidad para las pensiones",,,5.0,,2
25546,3,FC,109,8, infraestructura y acreditaciones.,,,4.0,,3
4226,1,AC,5,1, Servicio de pagos ( montos de deudas),,,1.0,,3
29612,3,FC,101,6," Bueno me gustaria que la enseÐanza fuera como en el 2010 , que todo un ciclo llevaras el curso porque pienso que este nuevo metodo que tienen es muy rapido . Y lo que aprendes a muchos se nos olvida.",,,4.0,,4
6037,1,AC,33,2, Las enseÐanza es excelente pero el personal administrativo es deficiente,,Delegado,6.0,,3
5696,3,AC,2,5," Deben tener màs ejemplos e instrucciones desarrolladas para los cursos, asÕ como mejorar las oportunidades para rescatar evaluaciones perdidas o de baja puntuaciÑn.",,,8.0,,3
21177,3,AC,7,2, A veces en los talleres no hay suficiente espacio para tanta gente y faltan carpetas. Que pongan màs horarios,,,4.0,,4
31819,3,FC,103,2, 4 por la facilidad del tiempo,,,4.0,,4
28513,2,FC,101,9, La exigencia en los cursos.,,,4.0,,4
475,4,AC,28,2, las pensiones y la atencion al alumno,,,5.0,,3
749,3,AC,7,7, Infraestructura,,,4.0,,3
31421,3,FC,105,3, En la comunicaciÑn con el alumno,,,3.0,,3
7198,4,AC,13,5," En bajar la pensiÑn, mejorar los servicios de cafeteria y poner gente mas amigable en centro de atenciÑn al alumno",,,6.0,,3
2436,4,AC,15,2," Falta màs espacios para estudiar. Menos starbucks, màs bibliotecas!",,,7.0,,2
16428,3,AC,31,5," Las pensiones deben ser por credito. Ademas en verano los salones deben tener aire acondicionado, ya que se paga mas que otras universidades y que si tienen. Los salones con un ventilador no es suficiente cada aÐo el verano es peor y mas largo",,,5.0,,3
4099,1,AC,28,1, Las flacas pes,,Delegado,3.0,,4
10721,1,AC,31,1, la exigencia y excelencia academica,,Delegado,4.0,,4
8490,4,AC,31,2, Todo lo que requiere una buena universidad la encuentras aqui,,,6.0,,4
19605,3,AC,21,1, La organizaciÑn,,,5.0,,3
33046,3,FC,108,1, Explicar mas a detalle los cursos,,,2.0,,3
3041,1,AC,9,1, Deberia de ver una mejor asesoria para los alumnos ya quemuchas veces no queda de todo Claro la atencion al alumno,,,2.0,,2
9797,3,AC,7,2, Creo que deberÕan ampliar màs lo patios de comida,,,5.0,,3
31701,3,FC,101,7, Cuando ingres_ nunca me hablaron que suvirian los precios cada siclo lo cual me parece muy caro.,,,1.0,,2
13496,1,AC,3,1, Calidad de los profesores,,,6.0,,3
1453,1,AC,1,2, Muy bien,,,5.0,,4
5047,1,AC,5,3, Mejorar la atenciÑn al alumno,,Delegado,7.0,,3
33418,4,PRESENCIAL,223,1," Hay cursos que requieren mayor tiempo, para aprovecharlos màs; el nivel de profesores es muy bueno",,,,,3
13981,3,AC,28,5," El comedor es muy pequeÐo para la cantidad de alumnos, la matricula es un problema frecuente",,,7.0,,3
26699,3,FC,104,4, En relacionarse las autoridades de la instituciÑn con el alumnado porque muchos bo los conocemos.,,,5.0,,3
20648,3,AC,19,1, Su material de estudio es muy bueno,,Delegado,4.0,,4
984,4,AC,31,1, ampliar las aulas,,,6.0,,3
31261,2,FC,107,1, Todavia no comenzaba a estudiar y ya me habian generado 2 boletas casi por el mismo monto.,,,4.0,,1
14390,2,AC,15,1," Los profesores, q son excelentes profesionales y tienen vocaciÑn",,Delegado,5.0,,4
23121,1,AC,4,1, DeberÕa existir un tipo de filtro;ya que poseer capacidad economica no significa tener los conocimientos suficientes para afrontar la universidad,,,3.0,,3
23079,3,AC,32,3, DeberÕan mejorar la seÐal wifi,,,4.0,,3
30478,2,FC,101,6, La facilidades que brinda la oportunidad para realizar las actividades educativas y la calidad de enseÐanza brindada por el profesor.,,,4.0,,4
5475,4,AC,31,6, Espacio,,Delegado,6.0,,3
7640,4,AC,9,7," El tema de la sobre poblaciÑn en la universidad, es p_simo. DeberÕan poner un alto o un filtro mayor para el ingreso. O sino, mejorar o amplÕe la infraestructura. Y dejar de subir la pensiÑn cada ciclo!",,,7.0,,3
30309,2,FC,106,5," Respecto a temas acad_micos considero que todo esta bien, pero en aspectos econÑmicos pienso que la pensiÑn y matricula no deberÕa incrementar aÐo tras aÐo.",,,5.0,,3
11234,2,AC,15,1," Mejorar el aula virtual, para que sea mas accesible la bÏsqueda. Ejemplo, algunas tareas, trabajos y lecturas no se encuentran en ell aula virtual.",,,7.0,,3
5534,1,AC,33,8, Acreditacion Modernidad y tecnologia Nivel academico,,,4.0,,4
3937,2,AC,7,1, universidad me ofrece diversos materiales de apoyo para ayuda y mejora de mi carrera,,,3.0,,4
12777,3,AC,5,4, Horarios disponibles,,,7.0,,2
3238,3,AC,6,5, Mayor disponibilidad de espacios para estudiar,,,4.0,,3
27130,4,FC,106,1, En la cuota,,,2.0,,2
10663,4,AC,10,3, AtenciÑn al alumno,,,6.0,,3
17082,1,AC,34,1," Que tienen profesores muy profesionales , y una infrestructura muy buena y bien equipada",,Delegado,7.0,,4
25458,4,FC,105,5, 1. No informan el cambio de horarios. 2. No facilitar la libre elecciÑn de las sedes. 3. No habilitar aulas a pesar de poder llevar 5 cursos. 4. No atender los reclamos oportunamente. 5. Habilitar cursos a la hora de la matrÕcula que no son de la carrera que estamos llevando.,,,4.0,,1
30961,4,FC,101,5, La metodologÕa aplicada por los docentes y el prestigio de la universidad.,,,4.0,,4
11013,1,AC,33,13, Buenos docentes. Compromiso,GEA,,2.0,,4
31531,3,FC,107,1, No responde el.correo tacto web a tiempo,,,2.0,,1
7947,1,AC,28,1, por que es muy buena en enseÐanza,,,4.0,,4
8629,4,AC,25,2, Hay demasiados alumnos. En intercambio de horas las escaleras colapsan,,,5.0,,2
14174,4,AC,25,3, No debe existir modalidad blended en cursos como calculo y similares.,,,5.0,,2
25576,2,FC,106,2, Su mejor elemento de enseÐanza es aplicando tecnologÕa.,,,5.0,,4
29735,2,FC,101,5," Es difÕcil entrar en contacto con universidad cuando se desea hacer una consulta acad_mica. Se perdiÑ la personalizaciÑn. e tiene que mandar un correo, o se tiene que aguardar (muchas tiempo) en linea en un chat en el que nunca llegan a atenderte, te dice una grabaciÑn espere en linea, estamos ocupados, todos los dÕas de la semana que intentas contactar y siempre lo mismo, y nunca llegas a hablar con alguna persona de universidad, o simplemente luego, no estàn en horarios de atenciÑn. Mala experiencia en este",,,4.0,,2
12519,2,AC,5,2," Màs salones para tutorÕas y talleres de algunos cursos como càlculo, entre otros.",,,6.0,,3
30783,3,FC,101,3," DeberÕan mejorar los mouse de las maquinas que estàn en el centro de informaciÑn, muy despacio se mueve y eso incomoda mucho.",,Delegado,5.0,,3
20749,4,AC,22,4, Buena calidad educativa y docentes,,Delegado,5.0,,4
6193,3,AC,7,1, La calidad educativa.,,Delegado,4.0,,4
32165,3,FC,101,1, Las clases virtuales,,,4.0,,4
21501,1,AC,36,1, Que en la carrera de odontologÕa me encanta que las clases que se realizan en la clininica,,,4.0,,4
26503,1,FC,107,1," Una buena infrastructura, buena enseÐanza",,,4.0,,4
3597,1,AC,25,1, La manera de enseÐanza,,,4.0,,4
15789,3,AC,30,6, Mayor equipos en el area de electronica,,,5.0,,3
10739,3,AC,40,2, instalaciones mejora en las plataformas virtuales,,Delegado,5.0,,3
7717,4,AC,11,2, Algunos inconvenientes con atenciÑn al alumno,,Delegado,7.0,,2
4150,1,AC,37,7," los servicios que ofrece, ademàs de la biblioteca.",,,5.0,,4
16612,2,AC,7,1, Su servicio y su tecnologÕa que usan,,,3.0,,4
15571,3,AC,9,5," Infraestructura, servicios y pr_stamos de ipads.",,,7.0,,4
22144,4,AC,5,5, Buenos profes,,,6.0,,4
32622,4,FC,101,1, Los conocimientos brindados por los profesores y la pedagogia de ellos,,,4.0,,4
17473,4,AC,15,1, En iOS la aplicaciÑn Mi universidad no funciona.,,Delegado,7.0,,3
14165,4,AC,25,2, Falta màs espacio deportivo en san Isidro y san Miguel,,,6.0,,1
15060,3,AC,39,3," Porque no hay igualdad. No creo posible que en una universidad que, en teorÕa haya igualdad social, las personas de limpieza tomen sus desayunos en los baÐos. Eso da mucho que desear se la universidad.",,,6.0,,2
5650,1,AC,37,1, Es una buena universidad,,,6.0,,3
